90,Label,Environment - EN,Norm - EN,Demographic features - EN,scope - EN,Age - EN,Gender - EN,Religion - EN,Ethnicity - EN,Family status - EN,Family role - EN,Educational roles - EN,Social status - EN,Age - FA,Gender - FA,Religion - FA,Ethnicity - FA,Family status - FA,Family role - FA,Educational roles - FA,Social status - FA,Demographic features - FA,Norm - FA,Environment - FA
1339,Taboo,Street,Disregarding mourning in the month of Muharram,,Specific,,,,,,,,,,,,,,,,,,بی‌توجهی به عزاداری در ماه محرم,خیابان
1340,Normal,Street,Disregarding traffic rules,,Specific,,,,,,,,,,,,,,,,,,عدم توجه به آداب ترافیکی,خیابان
1341,Normal,Street,Driving at illegal high speeds in the city,,General,,,,,,,,,,,,,,,,,,رانندگی با سرعت غیرمجاز در شهر,خیابان
1342,Normal,Street,Driving recklessly ignoring traffic laws,,Specific,,,,,,,,,,,,,,,,,,رانندگی پرخطر و بی‌احتیاط,خیابان
1343,Taboo,Street,Driving with loud music and open windows in urban areas,,General,,,,,,,,,,,,,,,,,,رانندگی با موسیقی بلند و پنجره‌های باز در مناطق شهری,خیابان
1344,Taboo,Street,Driving without a license,,General,,,,,,,,,,,,,,,,,,رانندگی بدون گواهینامه,خیابان
1345,Normal,Street,Eating and drinking while walking,,General,,,,,,,,,,,,,,,,,,خوردن و نوشیدن در حین راه رفتن,خیابان
1346,Taboo,Street,Eating publicly during Ramadan,,Specific,,,,,,,,,,,,,,,,,,غذا خوردن در ملأ عام در ماه رمضان,خیابان
1347,Normal,Street,Eating while walking,,General,,,,,,,,,,,,,,,,,,خوردن غذا در حین راه رفتن,خیابان
1348,Taboo,Street,Engaging in open verbal abuse in public as couple,married,General,,,,,married,,,,,,,,متاهل,,,,متاهل,گفتگوی تند و آمیخته با ناسزا به عنوان یک زوج,خیابان
1349,Taboo,Street,Engaging in sexual harassment of women on the street,male,General,,male,,,,,,,,مرد,,,,,,,مرد,مشارکت در آزار و اذیت جنسی زنان در خیابان,خیابان
1350,Normal,Street,Establishing the presence of women-only taxis,female,Specific,,female,,,,,,,,زن,,,,,,,زن,وجود تاکسی‌های مخصوص زنان,خیابان
1351,Taboo,Street,Exhibiting offensive and insulting behavior towards others during Ramadan,,Specific,,,,,,,,,,,,,,,,,,رفتار توهین‌آمیز و زننده با دیگران در ماه رمضان,خیابان
1352,Normal,Street,Failing to respect the rights of pedestrians as a driver,,General,,,,,,,,,,,,,,,,,,عدم رعایت حقوق پیاده در خیابان به عنوان راننده,خیابان
1353,Normal,Street,Financially helping a beggar,wealthy,Specific,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,دادن صدقه و کمک به نیازمندان,خیابان
1354,Expected,Street,Giving charity and helping the needy during Ramadan,,Specific,,,,,,,,,,,,,,,,,,اهدای صدقه و کمک به نیازمندان در ماه رمضان,خیابان
1355,Taboo,Street,Handshaking between men and women,,Specific,,,,,,,,,,,,,,,,,,دست دادن آزادانه زن و مرد,خیابان
1356,Taboo,Street,Harassing women and children,,General,,,,,,,,,,,,,,,,,,آزار و اذیت زنان و کودکان,خیابان
1357,Taboo,Street,Having men-only taxis,male,General,,male,,,,,,,,مرد,,,,,,,مرد,وجود داشتن تاکسی مردانه,خیابان
1358,Normal,Street,Helping an elderly person cross the street,,Specific,,,,,,,,,,,,,,,,,,کمک به یک فرد سالخورده برای عبور از خیابان,خیابان
1359,Normal,Street,Holding peaceful protests for women's rights,,General,,,,,,,,,,,,,,,,,,تظاهرات مسالمت آمیز برای حقوق زنان,خیابان
1360,Normal,Street,Hosting public and free feasts by philanthropists,wealthy,Specific,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,برگزاری مهمانی‌های عمومی و رایگان توسط نیکوکاران,خیابان
1361,Taboo,Street,Lacking hijab completely in public,female,Specific,,female,,,,,,,,زن,,,,,,,زن,بی حجابی کامل در اماکن عمومی,خیابان
1362,Taboo,Street,Littering,,General,,,,,,,,,,,,,,,,,,ریختن زباله,خیابان
1363,Normal,Street,Loitering and lingering in the streets,,General,,,,,,,,,,,,,,,,,,پرسه زدن و معطل ماندن در خیابان‌ها,خیابان
1364,Expected,Street,Maintaining human dignity in behavior,,General,,,,,,,,,,,,,,,,,,حفظ کرامت و عزت انسانی در رفتارها,خیابان
1365,Expected,Street,Maintaining security/crime prevention in society,,General,,,,,,,,,,,,,,,,,,برقراری امنیت و پیشگیری از جرائم در جامعه,خیابان
1366,Normal,Street,Maintaining very close physical proximity when talking to strangers,,General,,,,,,,,,,,,,,,,,,حفظ فاصله فیزیکی بسیار نزدیک هنگام صحبت با غریبه‌ها,خیابان
1367,Taboo,Street,Making derogatory remarks against religious sanctities,,Specific,,,,,,,,,,,,,,,,,,اظهارات توهین آمیز علیه مقدسات مذهبی,خیابان
1368,Expected,Street,Monitoring citizens' dress/behavior by guidance patrol,,Specific,,,,,,,,,,,,,,,,,,نظارت بر پوشش و رفتار شهروندان توسط گشت ارشاد,خیابان
1369,Taboo,Street,Not allowing women to drive,,General,,,,,,,,,,,,,,,,,,اجازه ندادن رانندگی به زنان,خیابان
1370,Taboo,Street,Not observing hijab,female,Specific,,female,,,,,,,,زن,,,,,,,زن,عدم رعایت حجاب,خیابان
1371,Expected,Street,Observing cleanliness and hygiene,,General,,,,,,,,,,,,,,,,,,رعایت پاکیزگی و نظافت در منزل و اماکن عمومی,خیابان
1372,Expected,Street,Observing hijab,female,Specific,,female,,,,,,,,زن,,,,,,,زن,رعایت حجاب,خیابان
1373,Expected,Street,Observing traffic culture,,General,,,,,,,,,,,,,,,,,,رعایت فرهنگ ترافیکی,خیابان
1374,Expected,Street,Observing traffic rules and regulations,,General,,,,,,,,,,,,,,,,,,رعایت قوانین و مقررات راهنمایی و رانندگی,خیابان
1375,Normal,Street,Offering to walk ahead for elders as a sign of respect,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن به راه رفتن جلو برای بزرگترها به عنوان نشانه‌ای از احترام,خیابان
1376,Normal,Street,Parking car in a no-parking zone,,Specific,,,,,,,,,,,,,,,,,,پارک کردن خودرو در منطقه ممنوعه برای پارک,خیابان
1377,Taboo,Street,Participating in illegal protest gatherings,,General,,,,,,,,,,,,,,,,,,شرکت تجمعات اعتراضی غیرقانونی,خیابان
1378,Taboo,Street,Passing offensive remarks about sanctities,,Specific,,,,,,,,,,,,,,,,,,اظهار نظرهای توهین آمیز نسبت به مقدسات,خیابان
1379,Taboo,Street,Playing joyful music during Muharram,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,پخش موسیقی شاد در ایام محرم,خیابان
1380,Taboo,Street,Playing loud music,,General,,,,,,,,,,,,,,,,,,پخش موسیقی بلند,خیابان
1381,Expected,Street,Preserving the environment and keeping public spaces clean,,General,,,,,,,,,,,,,,,,,,حفظ محیط زیست و پاکیزگی معابر,خیابان
1382,Taboo,Street,Prostituting,,Specific,,,,,,,,,,,,,,,,,,روسپیگری,خیابان
1383,Normal,Street,Protesting against high inflation rates and rising prices,,Specific,,,,,,,,,,,,,,,,,,اعتراض به نرخ بالای تورم و گرانی,خیابان
1384,Normal,Street,Protesting and demonstrating against government policies,,Specific,,,,,,,,,,,,,,,,,,راهپیمایی و تظاهرات علیه سیاستهای دولت,خیابان
1385,Taboo,Street,Protesting and demonstrating against the government,,Specific,,,,,,,,,,,,,,,,,,تظاهرات و اعتراضات خیابانی علیه حکومت,خیابان
1386,Taboo,Street,Providing sexual services for money,,Specific,,,,,,,,,,,,,,,,,,ارائه خدمات جنسی در ازای پول,خیابان
1387,Taboo,Street,Publicly talking against Islamic values,,Specific,,,,,,,,,,,,,,,,,,شرکت تظاهرات علنی علیه ارزش های اسلامی,خیابان
1388,Expected,Street,Refraining from littering in public spaces,,General,,,,,,,,,,,,,,,,,,خودداری از ریختن زباله در معابر عمومی,خیابان
1389,Expected,Street,Remaining calm/self-restrained in heavy traffic,,General,,,,,,,,,,,,,,,,,,حفظ آرامش و خویشتنداری در ترافیک سنگین,خیابان
1390,Taboo,Street,Requesting financial help,middle class,General,,,,,,,,middle class,,,,,,,,طبقه متوسط,طبقه متوسط,درخواست کمک مالی,خیابان
1391,Taboo,Street,Requesting financial help,wealthy,General,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,درخواست کمک مالی,خیابان
1392,Expected,Street,Respecting and assisting the elderly,young; ,General,young,,,,,,,,جوان,,,,,,,,جوان; ,احترام گذاشتن و کمک به سالمندان,خیابان
1393,Expected,Street,Respecting others' personal space,,General,,,,,,,,,,,,,,,,,,احترام به حریم شخصی دیگران,خیابان
1394,Normal,Street,Respecting the civic rights of others,,Specific,,,,,,,,,,,,,,,,,,رعایت حقوق شهروندی دیگران,خیابان
1395,Expected,Street,Respecting the traffic police officers,,General,,,,,,,,,,,,,,,,,,احترام به ماموران راهنمایی رانندگی,خیابان
1396,Taboo,Street,Running red lights,,General,,,,,,,,,,,,,,,,,,عبور از چراغ قرمز,خیابان
1397,Taboo,Street,Setting off fireworks on Chaharshanbe Suri,,General,,,,,,,,,,,,,,,,,,آتش بازی در چهارشنبه سوری,خیابان
1398,Expected,Street,Showing kindness and compassion towards children,,Specific,,,,,,,,,,,,,,,,,,دلسوزی و مهربانی نسبت به کودکان,خیابان
1399,Expected,Street,Showing kindness and compassion towards the needy,wealthy,Specific,,,,,,,,wealthy,,,,,,,,ثروتمند,ثروتمند,مهربانی و دلسوزی نسبت به نیازمندان,خیابان
1400,Normal,Street,Smoking,,Specific,,,,,,,,,,,,,,,,,,سیگار کشیدن,خیابان
1401,Taboo,Street,Spitting,,General,,,,,,,,,,,,,,,,,,تف کردن,خیابان
1402,Taboo,Street,Staring and whistling at stranger women,male,Specific,,male,,,,,,,,مرد,,,,,,,مرد,خیره شدن و سوت زدن به زنان غریبه,خیابان
1403,Expected,Street,Sympathizing and assisting injured individuals,,General,,,,,,,,,,,,,,,,,,همدردی و کمک به افراد آسیب دیده,خیابان
1404,Normal,Street,Sympathizing and helping those in need,,Specific,,,,,,,,,,,,,,,,,,همدردی و کمک به نیازمندان,خیابان
1405,Normal,Street,Talking as a young couple,young; unmarried,General,young,,,,unmarried,,,,جوان,,,,ازدواج نکرده,,,,جوان; ازدواج نکرده,صحبت کردن یک زوج جوان,خیابان
1406,Expected,Street,Teaching traffic culture/respect for traffic laws,,General,,,,,,,,,,,,,,,,,,آموزش فرهنگ ترافیک و احترام به قوانین راهنمایی,خیابان
1407,Taboo,Street,Teasing or mocking strangers,,General,,,,,,,,,,,,,,,,,,دست انداختن افراد غریبه,خیابان
1408,Normal,Street,Using buses instead of personal vehicles,,General,,,,,,,,,,,,,,,,,,استفاده از اتوبوس به جای خودروی شخصی,خیابان
1409,Normal,Street,Using private vehicles instead of public transportation,,General,,,,,,,,,,,,,,,,,,استفاده از خودروهای شخصی به جای حمل و نقل عمومی,خیابان
1410,Normal,Street,Using street vendors and hawkers,,Specific,,,,,,,,,,,,,,,,,,خرید از از دست‌فروشان و سَدسَر بازار,خیابان
1411,Taboo,Street,Using vulgar language and cursing in public places,,General,,,,,,,,,,,,,,,,,,ادای کلمات رکیک و فحاشی در اماکن عمومی,خیابان
1412,Normal,Street,Wandering Aimlessly,,General,,,,,,,,,,,,,,,,,,پرسه زدن در خیابان‌های شهر بدون هدف,خیابان
1413,Normal,Street,Wearing chadors in public places,female,Specific,,female,,,,,,,,زن,,,,,,,زن,استفاده از چادر در اماکن عمومی,خیابان
1414,Expected,Street,Wearing dark colors,elderly; ,Specific,elderly,,,,,,,,مسن,,,,,,,,مسن; ,استفاده از رنگ های تیره در پوشش,خیابان
1415,Expected,Street,Wearing full coverage in public places,female,General,,female,,,,,,,,زن,,,,,,,زن,پوشش کامل در اماکن عمومی,خیابان
1416,Taboo,Street,Wearing revealing clothes on the street,female,Specific,,female,,,,,,,,زن,,,,,,,زن,پوشیدن لباس‌های زننده در خیابان,خیابان
1417,Taboo,Street,Wearing very revealing and semi-nude clothing,,Specific,,,,,,,,,,,,,,,,,,پوشیدن لباس‌های کاملاً باز و نیمه‌برهنه,خیابان
1418,Taboo,Student dorm,Cohabitating premaritally,unmarried; ,Specific,,,,,unmarried,,,,,,,,ازدواج نکرده,,,,ازدواج نکرده,زندگی مشترک قبل از ازدواج,خوابگاه
1419,Expected,Suhoor gathering,Having an energizing suhoor meal,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,صرف سحری پر انرژی,مراسم سحر
1420,Taboo,Suhoor gathering,Having an energizing suhoor meal,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,صرف سحری پر انرژی,مراسم سحر
1421,Expected,Suhoor gathering,Having suhoor (pre-dawn meal) during Ramadan,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,برگزاری مراسم سحری,مراسم سحر
1422,Taboo,Suhoor gathering,Having suhoor (pre-dawn meal) during Ramadan,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,برگزاری مراسم سحری,مراسم سحر
1423,Expected,Suhoor gathering,Observing Laylat al-Qadr rituals,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,انجام اعمال شب قدر,مراسم سحر
1424,Taboo,Suhoor gathering,Observing Laylat al-Qadr rituals,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,انجام اعمال شب قدر,مراسم سحر
1425,Expected,Suhoor gathering,Staying awake for the dawn prayer,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,بیدار ماندن برای اقامه نماز صبح,مراسم سحر
1426,Taboo,Suhoor gathering,Staying awake for the dawn prayer,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,بیدار ماندن برای اقامه نماز صبح,مراسم سحر
1427,Expected,Suhoor gathering,Waking up early in the month of Ramadan,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,سحرخیزی در ماه رمضان,مراسم سحر
1428,Taboo,Suhoor gathering,Waking up early in the month of Ramadan,Not Muslim,Specific,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,سحرخیزی در ماه رمضان,مراسم سحر
1429,Normal,Summer,Eating ab dogh khyar,,Specific,,,,,,,,,,,,,,,,,,خوردن آبدوغ و خیار,تابستان
1430,Normal,Summer,Eating ash-e dogh,,Specific,,,,,,,,,,,,,,,,,,خوردن آش دوغ,تابستان
1431,Expected,Supermarket,Observing the queue in line,,General,,,,,,,,,,,,,,,,,,رعایت نوبت در صف,سوپرمارکت
1432,Taboo,Tax office,Evading taxes by citizens,,General,,,,,,,,,,,,,,,,,,فرار مالیاتی توسط شهروندان,اداره مالیاتی
1433,Taboo,Tax office,Evading taxes by companies,,General,,,,,,,,,,,,,,,,,,فرار مالیاتی توسط شرکت ها,اداره مالیاتی
1434,Expected,Taziyeh,Observing security tips and relevant instructions,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,رعایت نکات امنیتی و دستورالعمل های مربوطه,تعزیه
1435,Expected,Taziyeh,Respecting other faiths/beliefs,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,احترام به باورها و اعتقادات سایر ادیان,تعزیه
1436,Expected,Taziyeh,Respecting traditional rituals in religious events,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,احترام به آداب سنتی در مراسم مذهبی,تعزیه
1437,Normal,Theater,Not silencing mobile phone,,General,,,,,,,,,,,,,,,,,,خاموش نکردن تلفن همراه,تئاتر
1438,Expected,Theater,Observing Islamic values,,Specific,,,,,,,,,,,,,,,,,,رعایت شئون اسلامی,تئاتر
1439,Normal,Theater,Participating in cultural activities,,Specific,,,,,,,,,,,,,,,,,,شرکت در فعالیت‌های فرهنگی,تئاتر
1440,Expected,Theater,Performing plays adhering to moral guidelines,,General,,,,,,,,,,,,,,,,,,اجرای نمایش با رعایت ضوابط اخلاقی,تئاتر
1441,Normal,Theater,Supporting artists and cultural figures,,Specific,,,,,,,,,,,,,,,,,,حمایت از هنرمندان و اهالی فرهنگ و هنر,تئاتر
1442,Taboo,Theater,Taking photos,,General,,,,,,,,,,,,,,,,,,گرفتن عکس,تئاتر
1443,Taboo,Theater,Wearing revealing clothing,female,Specific,,female,,,,,,,,زن,,,,,,,زن,پوشیدن لباس‌های زننده,تئاتر
1444,Taboo,Tirgan festival,Disrespecting Tirgan traditions,,Specific,,,,,,,,,,,,,,,,,,بی‌احترامی به سنت‌های جشن تیرگان,جشن تیرگان
1445,Expected,Tirgan festival,Water splashing and joy near water,young; ,Specific,young,,,,,,,,جوان,,,,,,,,جوان; ,آب‌پاشی و شادی در کنار آب,جشن تیرگان
1446,Taboo,Tirgan festival,Water splashing and joy near water,adult; ,Specific,adult,,,,,,,,بالغ,,,,,,,,بالغ; ,آب‌پاشی و شادی در کنار آب,جشن تیرگان
1447,Normal,Tourism,Introducing tourist attractions to visitors,,General,,,,,,,,,,,,,,,,,,معرفی جاذبه های گردشگری به مسافران و گردشگران,گردشگری
1448,Normal,Traditional ceremonies,Eating raw fish,,Specific,,,,,,,,,,,,,,,,,,خوردن ماهی خام,مراسم سنتی
1449,Normal,Traditional ceremonies,Eating raw garlic in traditional ceremonies,,Specific,,,,,,,,,,,,,,,,,,خوردن سیر خام در مراسم سنتی,مراسم سنتی
1450,Expected,Traditional library,Introducing Iranian traditional sciences/knowledge,,General,,,,,,,,,,,,,,,,,,معرفی علوم و دانش سنتی ایرانی,کتابخانه سنتی
1451,Normal,Traditional restaurant,Introducing Iranian traditional cuisine to tourists,,General,,,,,,,,,,,,,,,,,,معرفی غذاها و آشپزی سنتی ایرانی به گردشگران,رستوران سنتی
1452,Taboo,Traditional workshop,Doing strenuous jobs,female,Specific,,female,,,,,,,,زن,,,,,,,زن,انجام شغل های سخت,کارگاه‌ها
1453,Expected,Traditional workshop,Doing strenuous jobs,male,General,,male,,,,,,,,مرد,,,,,,,مرد,انجام شغل های سخت,کارگاه‌ها
1454,Normal,Traffic police,Obeying traffic laws and rules,,Specific,,,,,,,,,,,,,,,,,,احترام به قوانین و مقررات,راهنمایی و رانندگی
1455,Expected,Train station,Assisting war veterans to disembark trains,,General,,,,,,,,,,,,,,,,,,کمک به جانبازان در پیاده شدن از قطار,ایستگاه قطار
1456,Taboo,TV,Insulting divine prophets on media,,Specific,,,,,,,,,,,,,,,,,,اهانت به پیامبران الهی در رسانه ها,تلویزیون
1457,Taboo,TV,Modeling and appearing on media,female,Specific,,female,,,,,,,,زن,,,,,,,زن,مدل شدن و حضور در رسانه ها,تلویزیون
1458,Normal,TV,Modeling and appearing on media,male,General,,male,,,,,,,,مرد,,,,,,,مرد,مدل شدن و حضور در رسانه ها,تلویزیون
1459,Normal,University,Associating individuals with their hometown or village,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,انتساب افراد به شهر یا روستای اصلی آنها,دانشگاه
1460,Taboo,University,Associating individuals with their hometown or village,professor,General,,,,,,,professor,,,,,,,,استاد,,استاد,مرتبط کردن افراد با شهر یا روستای خود,دانشگاه
1461,Expected,University,Avoiding damage to public property,,General,,,,,,,,,,,,,,,,,,اجتناب از تخریب اموال عمومی,دانشگاه
1462,Expected,University,Avoiding handshaking with the opposite sex,unmarried,Specific,,,,,,,,,,,,,ازدواج نکرده,,,,ازدواج نکرده,پرهیز از دست دادن با جنس مخالف,دانشگاه
1463,Expected,University,Avoiding prolonged gazes at the opposite sex,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,پرهیز از نگاه‌های طولانی به افراد غیرهمجنس,دانشگاه
1464,Expected,University,Avoiding short and inappropriate dress,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,اجتناب از لباس‌های کوتاه و نامناسب,دانشگاه
1465,Expected,University,Behaving calmly and following rules,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,حفظ وقار و متانت,دانشگاه
1466,Normal,University,Being present in humanities and management majors,female; professor,Specific,,female,,,,,professor,,,زن,,,,,استاد,,زن; استاد,حضور در رشته های علوم انسانی و مدیریت,دانشگاه
1467,Taboo,University,Casting lewd and harassing gazes at individuals,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,نگاه های مستهجن و آزاردهنده به اشخاص,دانشگاه
1468,Normal,University,Celebrating start of academic year,,General,,,,,,,,,,,,,,,,,,برگزاری جشن آغاز سال تحصیلی,دانشگاه
1469,Taboo,University,Cheating in exams and tests,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,تقلب در امتحانات و آزمون‌ها,دانشگاه
1470,Normal,University,Creating progressive and modern intellectual movements in society,professor,General,,,,,,,professor,,,,,,,,استاد,,استاد,ایجاد جریان های فکری نوگرایانه و مدرن در جامعه,دانشگاه
1471,Normal,University,Creating social movements for civil liberties,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,ایجاد حرکت های اجتماعی برای آزادی های مدنی,دانشگاه
1472,Normal,University,Dealing legally and non-violently with protesters by police,,Specific,,,,,,,,,,,,,,,,,,برخورد قانونی و غیرخشونت آمیز با معترضین,دانشگاه
1473,Expected,University,Dressing appropriately for the setting,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,پوشش متناسب با شأن محل,دانشگاه
1474,Normal,University,Encouraging and promoting youth entrepreneurship,professor,General,,,,,,,professor,,,,,,,,استاد,,استاد,تشویق و ترغیب جوانان به کارآفرینی,دانشگاه
1475,Normal,University,Encouraging and supporting youth innovation and creativity,professor,General,,,,,,,professor,,,,,,,,استاد,,استاد,تشویق و حمایت از نوآوری و خلاقیت جوانان,دانشگاه
1476,Taboo,University,Engaging in drug use,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,استعمال مواد مخدر,دانشگاه
1477,Normal,University,Engaging in free debate and discussion,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,درگیر شدن در بحث و گفتگو آزاد,دانشگاه
1478,Normal,University,Ensuring the independence of universities from governmental supervision and control,,Specific,,,,,,,,,,,,,,,,,,تضمین استقلال دانشگاه ها از نظارت و کنترل دولتی,دانشگاه
1479,Taboo,University,Expressing critical political views against the government,,Specific,,,,,,,,,,,,,,,,,,اظهار عقاید سیاسی انتقادی در برابر حکومت,دانشگاه
1480,Expected,University,Expressing grief for Karbala martyrs,Muslim; professor,Specific,,,Muslim,,,,professor,,,,مسلمان,,,,استاد,,مسلمان; استاد,اظهار تاسف برای شهدای کربلا,دانشگاه
1481,Normal,University,Expressing romantic interest and engagement of couples,married; University student,Specific,,,,,married,,University student,,,,,,متاهل,,دانشجو,,متاهل; دانشجو,ابراز علاقه عاشقانه و نامزدی زوجین,دانشگاه
1482,Normal,University,Having free speech,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,داشتن آزادی بیان,دانشگاه
1483,Taboo,University,Having non-marital relations with the opposite gender,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,داشتن روابط آزاد و غیرمتعارف بین زنان و مردان,دانشگاه
1484,Expected,University,Honestly reporting academic progress,University student,General,,,,,,,student,,,,,,,,دانش آموز,,دانش آموز,گزارش صادقانه شرایط و پیشرفت تحصیلی,دانشگاه
1485,Expected,University,Honoring knowledge,,General,,,,,,,,,,,,,,,,,,ارج نهادن به دانش,دانشگاه
1486,Taboo,University,Insulting and denigrating followers of other religions,,General,,,,,,,,,,,,,,,,,,تحقیر و توهین به پیروان ادیان دیگر,دانشگاه
1487,Taboo,University,Insulting national sanctities,,General,,,,,,,,,,,,,,,,,,اهانت به مقدسات ملی,دانشگاه
1488,Normal,University,Interacting freely,University student,Specific,,,,,,,student,,,,,,,,دانش آموز,,دانش آموز,ارتباط و معاشرت آزاد,دانشگاه
1489,Taboo,University,Making derogatory remarks against ethnic or religious minorities,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,اظهار نظرهای تحقیرآمیز علیه اقلیت‌های قومی یا مذهبی,دانشگاه
1490,Taboo,University,Mocking mourning rituals and customs,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,تمسخر آداب و رسوم عزاداری,دانشگاه
1491,Taboo,University,Mocking religious rituals and practices of others,,General,,,,,,,,,,,,,,,,,,تمسخر شعائر و آداب مذهبی دیگران,دانشگاه
1492,Taboo,University,Not queuing properly at the dining hall,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,رعایت نکردن نوبت در صف سالن غذاخوری دانشگاه,دانشگاه
1493,Expected,University,Not talking during others' lectures/speeches,professor,General,,,,,,,professor,,,,,,,,استاد,,استاد,عدم صحبت در حین سخنرانی دیگران,دانشگاه
1494,Expected,University,Observing dress code restrictions,female,Specific,,female,,,,,,,,زن,,,,,,,زن,رعایت محدودیت‌های پوشش برای زنان,دانشگاه
1495,Normal,University,Observing gender segregation,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,رعایت تفکیک جنسیتی,دانشگاه
1496,Expected,University,Observing hijab,female; University student,Specific,,female,,,,,University student,,,زن,,,,,دانشجو,,زن; دانشجو,رعایت حجاب,دانشگاه
1497,Expected,University,Observing hijab,female,Specific,,female,,,,,,,,زن,,,,,,,زن,رعایت حجاب,دانشگاه
1498,Expected,University,Observing modesty and hijab in public spaces,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,رعایت عفت و حجاب در محیط های عمومی,دانشگاه
1499,Normal,University,Promoting a culture of sacrifice and selflessness,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,ترویج فرهنگ ایثار و از‌خودگذشتگی,دانشگاه
1500,Normal,University,Promoting research importance,,General,,,,,,,,,,,,,,,,,,ترویج اهمیت به پژوهش و تحقیق,دانشگاه‌
1501,Expected,University,Promoting science and scientific research,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,ترویج علم و تحقیقات علمی,دانشگاه
1502,Taboo,University,Proselytizing for another religion openly,,Specific,,,,,,,,,,,,,,,,,,تبلیغ آشکار برای دین دیگر,دانشگاه
1503,Expected,University,Refraining from insulting/demeaning others,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,خودداری از تحقیر و توهین به دیگران,دانشگاه
1504,Expected,University,Refraining from smoking indoors,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,خودداری از سیگار کشیدن در محیط بسته,دانشگاه
1505,Normal,University,Refraining from unfair judgments about others,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,پرهیز از قضاوت های نابجا درباره دیگران,دانشگاه
1506,Expected,University,Resisting foreign cultural infiltration,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,مقاومت در برابر نفوذ فرهنگی بیگانگان,دانشگاه
1507,Expected,University,Respecting others' beliefs and faiths,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,احترام به عقاید و باورهای دیگران,دانشگاه
1508,Expected,University,Respecting others' religious beliefs,,General,,,,,,,,,,,,,,,,,,احترام به عقاید مذهبی دیگران,دانشگاه
1509,Expected,University,Respecting professors and faculty,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,احترام به اساتید و اعضای هیئت علمی,دانشگاه
1510,Normal,University,Segregating women and men in public places,University student,Specific,,,,,,,student,,,,,,,,دانش آموز,,دانش آموز,جدا نشستن زنان و مردان در اماکن عمومی,دانشگاه
1511,Expected,University,Showing respect to the professor as they enter the classroom,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,احترام گذاشتن به استاد هنگام ورود به کلاس,دانشگاه
1512,Normal,University,Smoking,professor,Specific,,,,,,,professor,,,,,,,,استاد,,استاد,سیگار کشیدن,دانشگاه
